1760964083438 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051064215 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051064219 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051064219 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051067787 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051067787 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051067787 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051067818 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051067818 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051067818 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051067818 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051067818 | EMP-2 | Maria | semanal 5 | HourlyEmployee
1761051067834 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051067834 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051067834 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051071406 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051071421 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051071421 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051074996 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051074996 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051074996 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051075012 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051075012 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051075012 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051075029 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051075029 | EMP-2 | Mariazinha | semanal 5 | HourlyEmployee
1761051075029 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761051075029 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1761051075046 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051075061 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051075062 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051083372 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051083388 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051083388 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051086491 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051086508 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051086508 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051086524 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051086524 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051086524 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051086524 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1761051086541 | EMP-2 | Mariazinha | semanal 2 5 | CommissionedEmployee
1761051086541 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1761051086541 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1761051086558 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051086558 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051086558 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051089561 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051089561 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051089561 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051093064 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051093079 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051093080 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051093097 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051093097 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051093097 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051093097 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1761051093097 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1761051093114 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1761051093114 | EMP-4 | Gorete | semanal 5 | HourlyEmployee
1761051093131 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051093131 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051093131 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051096503 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051096510 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051096510 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051103541 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051103544 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051103544 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051103559 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051103559 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051103559 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051103575 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051103575 | EMP-1 | Joaozinho da Silva | semanal 5 | SalariedEmployee
1761051103592 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1761051103592 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1761051103592 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051103592 | EMP-1 | Joao da Silva | semanal 5 | CommissionedEmployee
1761051103592 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051103592 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051103592 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051107265 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051107265 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051107265 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051110251 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051110265 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051110265 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051110282 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051110282 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051110282 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051110298 | EMP-1 | Fernanda Montenegro | semanal 5 | HourlyEmployee
1761051110298 | EMP-2 | Paloma Duarte | semanal 5 | HourlyEmployee
1761051110314 | EMP-3 | Lavinia Vlasak | semanal 5 | HourlyEmployee
1761051110315 | EMP-4 | Claudia Abreu | semanal 5 | HourlyEmployee
1761051110315 | EMP-5 | Claudia Raia | semanal 5 | HourlyEmployee
1761051110315 | EMP-6 | Natalia do Valle | mensal $ | SalariedEmployee
1761051110332 | EMP-7 | Regina Duarte | mensal $ | SalariedEmployee
1761051110332 | EMP-8 | Flavia Alessandra | mensal $ | SalariedEmployee
1761051110332 | EMP-9 | Deborah Secco | semanal 2 5 | CommissionedEmployee
1761051110332 | EMP-10 | Ana Paula Arosio | semanal 2 5 | CommissionedEmployee
1761051110332 | EMP-11 | Suzana Vieira | semanal 2 5 | CommissionedEmployee
1761051110348 | EMP-12 | Maite Proenca | semanal 2 5 | CommissionedEmployee
1761051113271 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051113286 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051113286 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051113301 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051113301 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051113301 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051113317 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051113318 | EMP-2 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761051113318 | EMP-3 | Joaozinho da Silva | semanal 5 | HourlyEmployee
1761051113368 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051113368 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051113368 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051113402 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051113402 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051113402 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051116405 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051116405 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051116405 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051116421 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051116421 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051116421 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051116438 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051116438 | EMP-2 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761051116438 | EMP-3 | Joaozinho da Silva | semanal 5 | HourlyEmployee
1761051116488 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051116488 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051116488 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125190 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125197 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125198 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125217 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125217 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125218 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125225 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051125228 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1761051125232 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761051125238 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125238 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125239 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125241 | EMP-4 | Alfa Um Horista | semanal 5 | HourlyEmployee
1761051125266 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125266 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125267 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125269 | EMP-5 | Alfa Um Horista | semanal 5 | HourlyEmployee
1761051125278 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125278 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125278 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125280 | EMP-6 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1761051125287 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125288 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125288 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125290 | EMP-7 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1761051125297 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125298 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125298 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125299 | EMP-8 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1761051125306 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125307 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125307 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051125309 | EMP-9 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1761051125316 | EMP-10 | Joao da Silva | semanal 5 | HourlyEmployee
1761051125319 | EMP-11 | Mariazinha | mensal $ | SalariedEmployee
1761051125320 | EMP-12 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761051125322 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051125322 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051125323 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051128220 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051128234 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051128234 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051131239 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051131254 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051131254 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051131270 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051131270 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051131270 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051131287 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051131287 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1761051131287 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1761051131287 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051131287 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051131287 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051131287 | EMP-4 | Joao da Silva | mensal $ | SalariedEmployee
1761051131287 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1761051131320 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051131320 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051131320 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051131320 | EMP-6 | Joao da Silva | mensal $ | SalariedEmployee
1761051131320 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1761051131320 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051131320 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051131320 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051131337 | EMP-8 | Joao da Silva | mensal $ | SalariedEmployee
1761051131337 | __SCHEDULE__::semanal 3 3 | SCHEDULE | semanal 3 3 | SalariedEmployee
1761051131337 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051131337 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051131337 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051131337 | EMP-10 | Joao da Silva | mensal $ | SalariedEmployee
1761051131337 | __SCHEDULE__::semanal 52 1 | SCHEDULE | semanal 52 1 | SalariedEmployee
1761051131354 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051131354 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051131354 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051131354 | EMP-12 | Joao da Silva | semanal 5 | HourlyEmployee
1761051131354 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1761051131354 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1761051131354 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051131354 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051131354 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051134257 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051134273 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051134274 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051134286 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1761051134287 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1761051328541 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051328548 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051328548 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051417780 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051417780 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051417780 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051417814 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051417814 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051417814 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051417814 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051417814 | EMP-2 | Joao da Silva | semanal 5 | HourlyEmployee
1761051417814 | EMP-3 | Joao da Silva | semanal 5 | HourlyEmployee
1761051417814 | EMP-4 | Mariazinha | mensal $ | SalariedEmployee
1761051417830 | EMP-5 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761051727381 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051727398 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051727398 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051898809 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051898822 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051898822 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051898839 | EMP-1 | Maria | semanal 5 | HourlyEmployee
1761051992852 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051992853 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051992853 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051992867 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051992867 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051992867 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051992891 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051992895 | EMP-2 | Joao da Silva | semanal 5 | HourlyEmployee
1761051992899 | EMP-3 | Joao da Silva | semanal 5 | HourlyEmployee
1761051992901 | EMP-4 | Mariazinha | mensal $ | SalariedEmployee
1761051992905 | EMP-5 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761051992910 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051992910 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051992911 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051996793 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051996793 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051996793 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051996822 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761051996822 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761051996822 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761051996822 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761051996822 | EMP-2 | Joao da Silva | semanal 5 | HourlyEmployee
1761051996822 | EMP-3 | Joao da Silva | semanal 5 | HourlyEmployee
1761051996838 | EMP-4 | Mariazinha | mensal $ | SalariedEmployee
1761051996838 | EMP-5 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052000562 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052000563 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052000563 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052000578 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052000578 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052000578 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052000593 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052000593 | EMP-2 | Maria | semanal 5 | HourlyEmployee
1761052000609 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052000609 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052000609 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052004050 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052004050 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052004050 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052004082 | EMP-1 | Maria | semanal 5 | HourlyEmployee
1761052007435 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052007435 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052007435 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052007451 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052007451 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052007451 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052007467 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1761052007467 | EMP-2 | Mariazinha | semanal 5 | HourlyEmployee
1761052007467 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1761052007467 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1761052007501 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052007501 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052007501 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052011324 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052011339 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052011339 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052014384 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052014391 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052014391 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052014410 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052014411 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052014411 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1761052014418 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1761052014420 | EMP-2 | Mariazinha | semanal 2 5 | CommissionedEmployee
1761052014423 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1761052014426 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1761052014442 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1761052014443 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1761052014443 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
